datum,Total sales,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name,Day,Weekday Number
2014-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Friday,3,5
2014-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Friday,3,5
2014-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Friday,3,5
2014-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Saturday,4,6
2014-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Saturday,4,6
2014-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Saturday,4,6
2014-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Saturday,4,6
2014-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Saturday,4,6
2014-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Saturday,4,6
2014-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Saturday,4,6
2014-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Saturday,4,6
2014-01-04 08:00:00,1.2,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,2014,1,8,Saturday,4,6
2014-01-04 09:00:00,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2014,1,9,Saturday,4,6
2014-01-04 10:00:00,18.0,0.0,0.0,1.0,9.0,3.0,0.0,5.0,0.0,2014,1,10,Saturday,4,6
2014-01-04 11:00:00,8.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2014,1,11,Saturday,4,6
2014-01-04 12:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,1,12,Saturday,4,6
2014-01-04 13:00:00,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2014,1,13,Saturday,4,6
2014-01-04 14:00:00,9.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,2014,1,14,Saturday,4,6
2014-01-04 15:00:00,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,15,Saturday,4,6
2014-01-04 16:00:00,6.3,0.0,0.0,0.3,6.0,0.0,0.0,0.0,0.0,2014,1,16,Saturday,4,6
2014-01-04 17:00:00,2.25,0.0,0.0,0.0,1.25,1.0,0.0,0.0,0.0,2014,1,17,Saturday,4,6
2014-01-04 18:00:00,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2014,1,18,Saturday,4,6
2014-01-04 19:00:00,17.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,1.0,2014,1,19,Saturday,4,6
2014-01-04 20:00:00,3.6,0.0,0.0,0.0,0.6,3.0,0.0,0.0,0.0,2014,1,20,Saturday,4,6
2014-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Saturday,4,6
2014-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Saturday,4,6
2014-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Saturday,4,6
2014-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Sunday,5,7
2014-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Sunday,5,7
2014-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Sunday,5,7
2014-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Sunday,5,7
2014-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Sunday,5,7
2014-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Sunday,5,7
2014-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Sunday,5,7
2014-01-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Sunday,5,7
2014-01-05 08:00:00,5.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2014,1,8,Sunday,5,7
2014-01-05 09:00:00,8.2,0.0,0.0,1.0,5.2,2.0,0.0,0.0,0.0,2014,1,9,Sunday,5,7
2014-01-05 10:00:00,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2014,1,10,Sunday,5,7
2014-01-05 11:00:00,8.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,2014,1,11,Sunday,5,7
2014-01-05 12:00:00,20.9,1.0,2.0,2.0,12.9,3.0,0.0,0.0,0.0,2014,1,12,Sunday,5,7
2014-01-05 13:00:00,20.0,2.0,1.0,3.0,12.0,2.0,0.0,0.0,0.0,2014,1,13,Sunday,5,7
2014-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,14,Sunday,5,7
2014-01-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,15,Sunday,5,7
2014-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Sunday,5,7
2014-01-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,17,Sunday,5,7
2014-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Sunday,5,7
2014-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,19,Sunday,5,7
2014-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,20,Sunday,5,7
2014-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Sunday,5,7
2014-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Sunday,5,7
2014-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Sunday,5,7
2014-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Monday,6,1
2014-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Monday,6,1
2014-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Monday,6,1
2014-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Monday,6,1
2014-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Monday,6,1
2014-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Monday,6,1
2014-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Monday,6,1
2014-01-06 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Monday,6,1
2014-01-06 08:00:00,2.4,0.0,0.0,0.0,1.4,1.0,0.0,0.0,0.0,2014,1,8,Monday,6,1
2014-01-06 09:00:00,6.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2014,1,9,Monday,6,1
2014-01-06 10:00:00,4.3,0.0,0.0,1.0,0.3,0.0,0.0,3.0,0.0,2014,1,10,Monday,6,1
2014-01-06 11:00:00,8.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,2014,1,11,Monday,6,1
2014-01-06 12:00:00,9.0,1.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,2014,1,12,Monday,6,1
2014-01-06 13:00:00,13.0,1.0,0.0,0.0,8.0,1.0,2.0,0.0,1.0,2014,1,13,Monday,6,1
2014-01-06 14:00:00,5.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,1,14,Monday,6,1
2014-01-06 15:00:00,7.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2014,1,15,Monday,6,1
2014-01-06 16:00:00,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2014,1,16,Monday,6,1
2014-01-06 17:00:00,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2014,1,17,Monday,6,1
2014-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Monday,6,1
2014-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,19,Monday,6,1
2014-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,20,Monday,6,1
2014-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Monday,6,1
2014-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Monday,6,1
2014-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Monday,6,1
2014-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Tuesday,7,2
2014-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Tuesday,7,2
2014-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Tuesday,7,2
2014-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Tuesday,7,2
2014-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Tuesday,7,2
2014-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Tuesday,7,2
2014-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Tuesday,7,2
2014-01-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Tuesday,7,2
2014-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,8,Tuesday,7,2
2014-01-07 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,9,Tuesday,7,2
2014-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,10,Tuesday,7,2
2014-01-07 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,11,Tuesday,7,2
2014-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,12,Tuesday,7,2
2014-01-07 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,13,Tuesday,7,2
2014-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,14,Tuesday,7,2
2014-01-07 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,15,Tuesday,7,2
2014-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Tuesday,7,2
2014-01-07 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,17,Tuesday,7,2
2014-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Tuesday,7,2
2014-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,19,Tuesday,7,2
2014-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,20,Tuesday,7,2
2014-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Tuesday,7,2
2014-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Tuesday,7,2
2014-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Tuesday,7,2
2014-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Wednesday,8,3
2014-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Wednesday,8,3
2014-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Wednesday,8,3
2014-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Wednesday,8,3
2014-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Wednesday,8,3
2014-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Wednesday,8,3
2014-01-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Wednesday,8,3
2014-01-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Wednesday,8,3
2014-01-08 08:00:00,6.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2014,1,8,Wednesday,8,3
2014-01-08 09:00:00,6.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2014,1,9,Wednesday,8,3
2014-01-08 10:00:00,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2014,1,10,Wednesday,8,3
2014-01-08 11:00:00,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2014,1,11,Wednesday,8,3
2014-01-08 12:00:00,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2014,1,12,Wednesday,8,3
2014-01-08 13:00:00,10.0,0.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,2014,1,13,Wednesday,8,3
2014-01-08 14:00:00,12.53,0.33,0.0,0.0,10.2,2.0,0.0,0.0,0.0,2014,1,14,Wednesday,8,3
2014-01-08 15:00:00,5.4,1.0,0.0,0.0,2.4,1.0,1.0,0.0,0.0,2014,1,15,Wednesday,8,3
2014-01-08 16:00:00,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Wednesday,8,3
2014-01-08 17:00:00,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,2014,1,17,Wednesday,8,3
2014-01-08 18:00:00,12.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,0.0,2014,1,18,Wednesday,8,3
2014-01-08 19:00:00,3.5,0.0,0.0,1.5,0.0,2.0,0.0,0.0,0.0,2014,1,19,Wednesday,8,3
2014-01-08 20:00:00,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2014,1,20,Wednesday,8,3
2014-01-08 21:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2014,1,21,Wednesday,8,3
2014-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Wednesday,8,3
2014-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Wednesday,8,3
2014-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Thursday,9,4
2014-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Thursday,9,4
2014-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Thursday,9,4
2014-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Thursday,9,4
2014-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Thursday,9,4
2014-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Thursday,9,4
2014-01-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Thursday,9,4
2014-01-09 07:00:00,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2014,1,7,Thursday,9,4
2014-01-09 08:00:00,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,8,Thursday,9,4
2014-01-09 09:00:00,6.34,0.0,0.34,0.0,5.0,1.0,0.0,0.0,0.0,2014,1,9,Thursday,9,4
2014-01-09 10:00:00,1.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,1.0,2014,1,10,Thursday,9,4
2014-01-09 11:00:00,8.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,2014,1,11,Thursday,9,4
2014-01-09 12:00:00,4.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2014,1,12,Thursday,9,4
2014-01-09 13:00:00,8.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2014,1,13,Thursday,9,4
2014-01-09 14:00:00,5.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2014,1,14,Thursday,9,4
2014-01-09 15:00:00,6.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2014,1,15,Thursday,9,4
2014-01-09 16:00:00,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2014,1,16,Thursday,9,4
2014-01-09 17:00:00,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2014,1,17,Thursday,9,4
2014-01-09 18:00:00,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014,1,18,Thursday,9,4
2014-01-09 19:00:00,8.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,2014,1,19,Thursday,9,4
2014-01-09 20:00:00,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2014,1,20,Thursday,9,4
2014-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Thursday,9,4
2014-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Thursday,9,4
2014-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Thursday,9,4
2014-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Friday,10,5
2014-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Friday,10,5
2014-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Friday,10,5
2014-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Friday,10,5
2014-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Friday,10,5
2014-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,5,Friday,10,5
2014-01-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,6,Friday,10,5
2014-01-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,7,Friday,10,5
2014-01-10 08:00:00,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2014,1,8,Friday,10,5
2014-01-10 09:00:00,5.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2014,1,9,Friday,10,5
2014-01-10 10:00:00,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2014,1,10,Friday,10,5
2014-01-10 11:00:00,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2014,1,11,Friday,10,5
2014-01-10 12:00:00,12.3,0.0,0.0,0.0,10.3,1.0,1.0,0.0,0.0,2014,1,12,Friday,10,5
2014-01-10 13:00:00,17.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,2014,1,13,Friday,10,5
2014-01-10 14:00:00,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2014,1,14,Friday,10,5
2014-01-10 15:00:00,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2014,1,15,Friday,10,5
2014-01-10 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,16,Friday,10,5
2014-01-10 17:00:00,13.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,2014,1,17,Friday,10,5
2014-01-10 18:00:00,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2014,1,18,Friday,10,5
2014-01-10 19:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2014,1,19,Friday,10,5
2014-01-10 20:00:00,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2014,1,20,Friday,10,5
2014-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,21,Friday,10,5
2014-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,22,Friday,10,5
2014-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,23,Friday,10,5
2014-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,0,Saturday,11,6
2014-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,1,Saturday,11,6
2014-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,2,Saturday,11,6
2014-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,3,Saturday,11,6
2014-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1,4,Saturday,11,6
